cell_name	type	Tumor
MGH45_P12_D06	malignant	45
MGH45_P12_D08	malignant	45
MGH45_P12_D09	malignant	45
MGH45_P12_D10	malignant	45
MGH45_P12_D12	malignant	45
MGH45_P12_E01	malignant	45
MGH45_P12_E02	malignant	45
MGH45_P12_E03	malignant	45
MGH45_P12_E08	malignant	45
MGH45_P12_E10	malignant	45
MGH45_P12_E11	malignant	45
MGH45_P12_F02	malignant	45
MGH45_P12_F04	malignant	45
MGH45_P12_F05	malignant	45
MGH45_P12_F07	malignant	45
MGH45_P12_F08	malignant	45
MGH45_P12_F11	malignant	45
MGH45_P12_F12	malignant	45
MGH45_P12_G01	malignant	45
MGH45_P12_G04	malignant	45
MGH45_P12_G05	malignant	45
MGH45_P12_G06	malignant	45
MGH45_P12_G07	malignant	45
MGH45_P12_G09	malignant	45
MGH45_P12_G10	malignant	45
MGH45_P12_G11	malignant	45
MGH45_P12_H03	malignant	45
MGH45_P12_H06	malignant	45
MGH45_P12_H10	malignant	45
MGH45_P12_H12	malignant	45
MGH45_P7_A02	malignant	45
MGH45_P7_A07	malignant	45
MGH45_P7_A09	malignant	45
MGH45_P7_A12	malignant	45
MGH45_P7_B05	malignant	45
MGH45_P7_B06	malignant	45
MGH45_P7_B08	malignant	45
MGH45_P7_B12	malignant	45
MGH45_P7_C01	malignant	45
MGH45_P7_C02	malignant	45
MGH45_P7_C04	malignant	45
MGH45_P7_C05	malignant	45
MGH45_P7_C06	malignant	45
MGH45_P7_C07	malignant	45
MGH45_P7_C08	malignant	45
MGH45_P7_D01	malignant	45
MGH45_P7_D02	malignant	45
MGH45_P7_D07	malignant	45
MGH45_P7_D10	malignant	45
MGH45_P7_D12	malignant	45
MGH45_P7_E01	malignant	45
MGH45_P7_E05	malignant	45
MGH45_P7_E06	malignant	45
MGH45_P7_E10	malignant	45
MGH45_P7_F01	malignant	45
MGH45_P7_F03	malignant	45
MGH45_P7_F04	malignant	45
MGH45_P7_F08	malignant	45
MGH45_P7_G01	malignant	45
MGH45_P7_G02	malignant	45
MGH45_P7_G04	malignant	45
MGH45_P7_G07	malignant	45
MGH45_P7_G08	malignant	45
MGH45_P7_G11	malignant	45
MGH45_P7_G12	malignant	45
MGH45_P7_H03	malignant	45
MGH45_P7_H11	malignant	45
MGH45_P7_H12	malignant	45
MGH45_P8_A03	malignant	45
MGH45_P8_A05	malignant	45
MGH45_P8_A09	malignant	45
MGH45_P8_B03	malignant	45
MGH45_P8_B12	malignant	45
MGH45_P8_C04	malignant	45
MGH45_P8_C07	malignant	45
MGH45_P8_D01	malignant	45
MGH45_P8_D02	malignant	45
MGH45_P8_D03	malignant	45
MGH45_P8_D05	malignant	45
MGH45_P8_D07	malignant	45
MGH45_P8_E01	malignant	45
MGH45_P8_E08	malignant	45
MGH45_P8_E10	malignant	45
MGH45_P8_E11	malignant	45
MGH45_P8_F01	malignant	45
MGH45_P8_F02	malignant	45
MGH45_P8_F04	malignant	45
MGH45_P8_F05	malignant	45
MGH45_P8_F07	malignant	45
MGH45_P8_F08	malignant	45
MGH45_P8_F09	malignant	45
MGH45_P8_F11	malignant	45
MGH45_P8_G01	malignant	45
MGH45_P8_G02	malignant	45
MGH45_P8_G06	malignant	45
MGH45_P8_G10	malignant	45
MGH45_P8_H01	malignant	45
MGH45_P8_H03	malignant	45
MGH45_P8_H04	malignant	45
MGH45_P8_H05	malignant	45
MGH45_P8_H09	malignant	45
MGH45_P6_A04	malignant	45
MGH45_P6_A08	malignant	45
MGH45_P6_A11	malignant	45
MGH45_P6_B04	malignant	45
MGH45_P6_B05	malignant	45
MGH45_P6_B07	malignant	45
MGH45_P6_B09	malignant	45
MGH45_P6_C02	malignant	45
MGH45_P6_C10	malignant	45
MGH45_P6_C11	malignant	45
MGH45_P6_C12	malignant	45
MGH45_P6_D02	malignant	45
MGH45_P6_D05	malignant	45
MGH45_P6_D06	malignant	45
MGH45_P6_D08	malignant	45
MGH45_P6_D09	malignant	45
MGH45_P6_D11	malignant	45
MGH45_P6_E01	malignant	45
MGH45_P6_E05	malignant	45
MGH45_P6_E06	malignant	45
MGH45_P6_E09	malignant	45
MGH45_P6_E10	malignant	45
MGH45_P6_F06	malignant	45
MGH45_P6_F10	malignant	45
MGH45_P6_F11	malignant	45
MGH45_P6_F12	malignant	45
MGH45_P6_G01	malignant	45
MGH45_P6_G02	malignant	45
MGH45_P6_G04	malignant	45
MGH45_P6_G08	malignant	45
MGH45_P6_G10	malignant	45
MGH45_P6_G12	malignant	45
MGH45_P6_H01	malignant	45
MGH45_P6_H03	malignant	45
MGH45_P6_H07	malignant	45
MGH45_P6_H08	malignant	45
MGH45_P6_H09	malignant	45
MGH45_P6_H11	malignant	45
MGH61_P4_A01	malignant	61
MGH61_P4_A02	malignant	61
MGH61_P4_A03	malignant	61
MGH61_P4_A04	malignant	61
MGH61_P4_A05	malignant	61
MGH61_P4_A06	malignant	61
MGH61_P4_A07	malignant	61
MGH61_P4_A08	malignant	61
MGH61_P4_A10	malignant	61
MGH61_P4_A11	malignant	61
MGH61_P4_A12	malignant	61
MGH61_P4_B02	malignant	61
MGH61_P4_B03	malignant	61
MGH61_P4_B05	malignant	61
MGH61_P4_B06	malignant	61
MGH61_P4_B07	malignant	61
MGH61_P4_B08	malignant	61
MGH61_P4_B09	malignant	61
MGH61_P4_B11	malignant	61
MGH61_P4_B12	malignant	61
MGH61_P4_C01	malignant	61
MGH61_P4_C02	malignant	61
MGH61_P4_C03	malignant	61
MGH61_P4_C04	malignant	61
MGH61_P4_C05	malignant	61
MGH61_P4_C06	malignant	61
MGH61_P4_C07	malignant	61
MGH61_P4_C08	malignant	61
MGH61_P4_C09	malignant	61
MGH61_P4_C10	malignant	61
MGH61_P4_C11	malignant	61
MGH61_P4_C12	malignant	61
MGH61_P4_D01	malignant	61
MGH61_P4_D02	malignant	61
MGH61_P4_D03	malignant	61
MGH61_P4_D05	malignant	61
MGH61_P4_D06	malignant	61
MGH61_P4_D07	malignant	61
MGH61_P4_D08	malignant	61
MGH61_P4_D09	malignant	61
MGH61_P4_D10	malignant	61
MGH61_P4_D11	malignant	61
MGH61_P4_D12	malignant	61
MGH61_P4_E01	malignant	61
MGH61_P4_E02	malignant	61
MGH61_P4_E04	malignant	61
MGH61_P4_E05	malignant	61
MGH61_P4_E06	malignant	61
MGH61_P4_E07	malignant	61
MGH61_P4_E08	malignant	61
MGH61_P4_E09	malignant	61
MGH61_P4_E10	malignant	61
MGH61_P4_E11	malignant	61
MGH61_P4_E12	malignant	61
MGH61_P4_F01	malignant	61
MGH61_P4_F02	malignant	61
MGH61_P4_F03	malignant	61
MGH61_P4_F05	malignant	61
MGH61_P4_F06	malignant	61
MGH61_P4_F07	malignant	61
MGH61_P4_F08	malignant	61
MGH61_P4_F09	malignant	61
MGH61_P4_F10	malignant	61
MGH61_P4_F11	malignant	61
MGH61_P4_F12	malignant	61
MGH61_P4_G01	malignant	61
MGH61_P4_G02	malignant	61
MGH61_P4_G03	malignant	61
MGH61_P4_G04	malignant	61
MGH61_P4_G05	malignant	61
MGH61_P4_G06	malignant	61
MGH61_P4_G07	malignant	61
MGH61_P4_G08	malignant	61
MGH61_P4_G09	malignant	61
MGH61_P4_G10	malignant	61
MGH61_P4_G11	malignant	61
MGH61_P4_G12	malignant	61
MGH61_P4_H01	malignant	61
MGH61_P4_H02	malignant	61
MGH61_P4_H03	malignant	61
MGH61_P4_H04	malignant	61
MGH61_P4_H05	malignant	61
MGH61_P4_H06	malignant	61
MGH61_P4_H07	malignant	61
MGH61_P4_H08	malignant	61
MGH61_P4_H09	malignant	61
MGH61_P4_H10	malignant	61
MGH61_P4_H11	malignant	61
MGH61_P4_H12	malignant	61
MGH61_P5_A01	malignant	61
MGH61_P5_A02	malignant	61
MGH61_P5_A03	malignant	61
MGH61_P5_A04	malignant	61
MGH61_P5_A05	malignant	61
MGH61_P5_A06	malignant	61
MGH61_P5_A07	malignant	61
MGH61_P5_A08	malignant	61
MGH61_P5_A09	malignant	61
MGH61_P5_A10	malignant	61
MGH61_P5_A11	malignant	61
MGH61_P5_A12	malignant	61
MGH61_P5_B01	malignant	61
MGH61_P5_B02	malignant	61
MGH61_P5_B03	malignant	61
MGH61_P5_B04	malignant	61
MGH61_P5_B05	malignant	61
MGH61_P5_B06	malignant	61
MGH61_P5_B07	malignant	61
MGH61_P5_B08	malignant	61
MGH61_P5_B09	malignant	61
MGH61_P5_B10	malignant	61
MGH61_P5_B11	malignant	61
MGH61_P5_B12	malignant	61
MGH61_P5_C01	malignant	61
MGH61_P5_C02	malignant	61
MGH61_P5_C03	malignant	61
MGH61_P5_C04	malignant	61
MGH61_P5_C05	malignant	61
MGH61_P5_C06	malignant	61
MGH61_P5_C07	malignant	61
MGH61_P5_C08	malignant	61
MGH61_P5_C09	malignant	61
MGH61_P5_C10	malignant	61
MGH61_P5_C11	malignant	61
MGH61_P5_C12	malignant	61
MGH61_P5_D01	malignant	61
MGH61_P5_D03	malignant	61
MGH61_P5_D04	malignant	61
MGH61_P5_D06	malignant	61
MGH61_P5_D07	malignant	61
MGH61_P5_D08	malignant	61
MGH61_P5_D09	malignant	61
MGH61_P5_D10	malignant	61
MGH61_P5_D11	malignant	61
MGH61_P5_D12	malignant	61
MGH61_P5_E01	malignant	61
MGH61_P5_E02	malignant	61
MGH61_P5_E03	malignant	61
MGH61_P5_E04	malignant	61
MGH61_P5_E05	malignant	61
MGH61_P5_E06	malignant	61
MGH61_P5_E07	malignant	61
MGH61_P5_E08	malignant	61
MGH61_P5_E09	malignant	61
MGH61_P5_E10	malignant	61
MGH61_P5_E11	malignant	61
MGH61_P5_E12	malignant	61
MGH61_P5_F01	malignant	61
MGH61_P5_F02	malignant	61
MGH61_P5_F03	malignant	61
MGH61_P5_F04	malignant	61
MGH61_P5_F05	malignant	61
MGH61_P5_F06	malignant	61
MGH61_P5_F07	malignant	61
MGH61_P5_F08	malignant	61
MGH61_P5_F10	malignant	61
MGH61_P5_F11	malignant	61
MGH61_P5_F12	malignant	61
MGH61_P5_G01	malignant	61
MGH61_P5_G02	malignant	61
MGH61_P5_G03	malignant	61
MGH61_P5_G04	malignant	61
MGH61_P5_G05	malignant	61
MGH61_P5_G06	malignant	61
MGH61_P5_G07	malignant	61
MGH61_P5_G08	malignant	61
MGH61_P5_G09	malignant	61
MGH61_P5_G10	malignant	61
MGH61_P5_G11	malignant	61
MGH61_P5_G12	malignant	61
MGH61_P5_H02	malignant	61
MGH61_P5_H03	malignant	61
MGH61_P5_H04	malignant	61
MGH61_P5_H05	malignant	61
MGH61_P5_H06	malignant	61
MGH61_P5_H07	malignant	61
MGH61_P5_H08	malignant	61
MGH61_P5_H10	malignant	61
MGH61_P5_H11	malignant	61
MGH61_P6_A01	malignant	61
MGH61_P6_A02	malignant	61
MGH61_P6_A03	malignant	61
MGH61_P6_A04	malignant	61
MGH61_P6_A05	malignant	61
MGH61_P6_A06	malignant	61
MGH61_P6_A07	malignant	61
MGH61_P6_A08	malignant	61
MGH61_P6_A09	malignant	61
MGH61_P6_A10	malignant	61
MGH61_P6_A11	malignant	61
MGH61_P6_A12	malignant	61
MGH61_P6_B01	malignant	61
MGH61_P6_B02	malignant	61
MGH61_P6_B03	malignant	61
MGH61_P6_B04	malignant	61
MGH61_P6_B05	malignant	61
MGH61_P6_B06	malignant	61
MGH61_P6_B07	malignant	61
MGH61_P6_B08	malignant	61
MGH61_P6_B09	malignant	61
MGH61_P6_B10	malignant	61
MGH61_P6_B12	malignant	61
MGH61_P6_C01	malignant	61
MGH61_P6_C02	malignant	61
MGH61_P6_C03	malignant	61
MGH61_P6_C04	malignant	61
MGH61_P6_C05	malignant	61
MGH61_P6_C06	malignant	61
MGH61_P6_C07	malignant	61
MGH61_P6_C08	malignant	61
MGH61_P6_C09	malignant	61
MGH61_P6_C10	malignant	61
MGH61_P6_C11	malignant	61
MGH61_P6_C12	malignant	61
MGH61_P6_D01	malignant	61
MGH61_P6_D02	malignant	61
MGH61_P6_D03	malignant	61
MGH61_P6_D04	malignant	61
MGH61_P6_D05	malignant	61
MGH61_P6_D06	malignant	61
MGH61_P6_D07	malignant	61
MGH61_P6_D08	malignant	61
MGH61_P6_D10	malignant	61
MGH61_P6_D11	malignant	61
MGH61_P6_D12	malignant	61
MGH61_P6_E01	malignant	61
MGH61_P6_E02	malignant	61
MGH61_P6_E03	malignant	61
MGH61_P6_E04	malignant	61
MGH61_P6_E05	malignant	61
MGH61_P6_E06	malignant	61
MGH61_P6_E07	malignant	61
MGH61_P6_E09	malignant	61
MGH61_P6_E10	malignant	61
MGH61_P6_E11	malignant	61
MGH61_P6_E12	malignant	61
MGH61_P6_F01	malignant	61
MGH61_P6_F02	malignant	61
MGH61_P6_F03	malignant	61
MGH61_P6_F04	malignant	61
MGH61_P6_F05	malignant	61
MGH61_P6_F06	malignant	61
MGH61_P6_F07	malignant	61
MGH61_P6_F08	malignant	61
MGH61_P6_F09	malignant	61
MGH61_P6_F10	malignant	61
MGH61_P6_F11	malignant	61
MGH61_P6_F12	malignant	61
MGH61_P6_G01	malignant	61
MGH61_P6_G02	malignant	61
MGH61_P6_G03	malignant	61
MGH61_P6_G04	malignant	61
MGH61_P6_G05	malignant	61
MGH61_P6_G06	malignant	61
MGH61_P6_G07	malignant	61
MGH61_P6_G08	malignant	61
MGH61_P6_G09	malignant	61
MGH61_P6_G11	malignant	61
MGH61_P6_G12	malignant	61
MGH61_P6_H01	malignant	61
MGH61_P6_H02	malignant	61
MGH61_P6_H03	malignant	61
MGH61_P6_H04	malignant	61
MGH61_P6_H05	malignant	61
MGH61_P6_H06	malignant	61
MGH61_P6_H07	malignant	61
MGH61_P6_H08	malignant	61
MGH61_P6_H09	malignant	61
MGH61_P6_H10	malignant	61
MGH61_P6_H11	malignant	61
MGH61_P6_H12	malignant	61
MGH61_P7_A01	malignant	61
MGH61_P7_A02	malignant	61
MGH61_P7_A03	malignant	61
MGH61_P7_A04	malignant	61
MGH61_P7_A05	malignant	61
MGH61_P7_A06	malignant	61
MGH61_P7_A07	malignant	61
MGH61_P7_A08	malignant	61
MGH61_P7_A09	malignant	61
MGH61_P7_A10	malignant	61
MGH61_P7_A11	malignant	61
MGH61_P7_A12	malignant	61
MGH61_P7_B01	malignant	61
MGH61_P7_B02	malignant	61
MGH61_P7_B03	malignant	61
MGH61_P7_B04	malignant	61
MGH61_P7_B05	malignant	61
MGH61_P7_B06	malignant	61
MGH61_P7_B07	malignant	61
MGH61_P7_B08	malignant	61
MGH61_P7_B09	malignant	61
MGH61_P7_B10	malignant	61
MGH61_P7_B11	malignant	61
MGH61_P7_B12	malignant	61
MGH61_P7_C01	malignant	61
MGH61_P7_C02	malignant	61
MGH61_P7_C03	malignant	61
MGH61_P7_C04	malignant	61
MGH61_P7_C05	malignant	61
MGH61_P7_C06	malignant	61
MGH61_P7_C07	malignant	61
MGH61_P7_C08	malignant	61
MGH61_P7_C10	malignant	61
MGH61_P7_C11	malignant	61
MGH61_P7_C12	malignant	61
MGH61_P7_D01	malignant	61
MGH61_P7_D02	malignant	61
MGH61_P7_D03	malignant	61
MGH61_P7_D04	malignant	61
MGH61_P7_D05	malignant	61
MGH61_P7_D07	malignant	61
MGH61_P7_D08	malignant	61
MGH61_P7_D09	malignant	61
MGH61_P7_D10	malignant	61
MGH61_P7_D11	malignant	61
MGH61_P7_D12	malignant	61
MGH61_P7_E01	malignant	61
MGH61_P7_E02	malignant	61
MGH61_P7_E03	malignant	61
MGH61_P7_E04	malignant	61
MGH61_P7_E05	malignant	61
MGH61_P7_E06	malignant	61
MGH61_P7_E07	malignant	61
MGH61_P7_E08	malignant	61
MGH61_P7_E09	malignant	61
MGH61_P7_E10	malignant	61
MGH61_P7_E11	malignant	61
MGH61_P7_E12	malignant	61
MGH61_P7_F01	malignant	61
MGH61_P7_F02	malignant	61
MGH61_P7_F03	malignant	61
MGH61_P7_F04	malignant	61
MGH61_P7_F05	malignant	61
MGH61_P7_F07	malignant	61
MGH61_P7_F08	malignant	61
MGH61_P7_F09	malignant	61
MGH61_P7_F10	malignant	61
MGH61_P7_F11	malignant	61
MGH61_P7_F12	malignant	61
MGH61_P7_G01	malignant	61
MGH61_P7_G02	malignant	61
MGH61_P7_G03	malignant	61
MGH61_P7_G04	malignant	61
MGH61_P7_G05	malignant	61
MGH61_P7_G06	malignant	61
MGH61_P7_G07	malignant	61
MGH61_P7_G09	malignant	61
MGH61_P7_G10	malignant	61
MGH61_P7_G11	malignant	61
MGH61_P7_G12	malignant	61
MGH61_P7_H01	malignant	61
MGH61_P7_H02	malignant	61
MGH61_P7_H03	malignant	61
MGH61_P7_H04	malignant	61
MGH61_P7_H05	malignant	61
MGH61_P7_H06	malignant	61
MGH61_P7_H07	malignant	61
MGH61_P7_H08	malignant	61
MGH61_P7_H09	malignant	61
MGH61_P7_H10	malignant	61
MGH61_P7_H11	malignant	61
MGH61_P7_H12	malignant	61
MGH61_P8_A01	malignant	61
MGH61_P8_A03	malignant	61
MGH61_P8_A04	malignant	61
MGH61_P8_A05	malignant	61
MGH61_P8_A06	malignant	61
MGH61_P8_A07	malignant	61
MGH61_P8_A08	malignant	61
MGH61_P8_A09	malignant	61
MGH61_P8_A10	malignant	61
MGH61_P8_A12	malignant	61
MGH61_P8_B01	malignant	61
MGH61_P8_B02	malignant	61
MGH61_P8_B03	malignant	61
MGH61_P8_B04	malignant	61
MGH61_P8_B05	malignant	61
MGH61_P8_B06	malignant	61
MGH61_P8_B07	malignant	61
MGH61_P8_B08	malignant	61
MGH61_P8_B09	malignant	61
MGH61_P8_B10	malignant	61
MGH61_P8_B11	malignant	61
MGH61_P8_B12	malignant	61
MGH61_P8_C01	malignant	61
MGH61_P8_C02	malignant	61
MGH61_P8_C03	malignant	61
MGH61_P8_C04	malignant	61
MGH61_P8_C05	malignant	61
MGH61_P8_C06	malignant	61
MGH61_P8_C07	malignant	61
MGH61_P8_C08	malignant	61
MGH61_P8_C09	malignant	61
MGH61_P8_C10	malignant	61
MGH61_P8_C11	malignant	61
MGH61_P8_C12	malignant	61
MGH61_P8_D01	malignant	61
MGH61_P8_D02	malignant	61
MGH61_P8_D03	malignant	61
MGH61_P8_D04	malignant	61
MGH61_P8_D05	malignant	61
MGH61_P8_D07	malignant	61
MGH61_P8_D08	malignant	61
MGH61_P8_D09	malignant	61
MGH61_P8_D10	malignant	61
MGH61_P8_D11	malignant	61
MGH61_P8_D12	malignant	61
MGH61_P8_E02	malignant	61
MGH61_P8_E03	malignant	61
MGH61_P8_E04	malignant	61
MGH61_P8_E06	malignant	61
MGH61_P8_E07	malignant	61
MGH61_P8_E08	malignant	61
MGH61_P8_E09	malignant	61
MGH61_P8_E10	malignant	61
MGH61_P8_E11	malignant	61
MGH61_P8_E12	malignant	61
MGH61_P8_F02	malignant	61
MGH61_P8_F03	malignant	61
MGH61_P8_F04	malignant	61
MGH61_P8_F05	malignant	61
MGH61_P8_F06	malignant	61
MGH61_P8_F07	malignant	61
MGH61_P8_F08	malignant	61
MGH61_P8_F10	malignant	61
MGH61_P8_F11	malignant	61
MGH61_P8_F12	malignant	61
MGH61_P8_G01	malignant	61
MGH61_P8_G02	malignant	61
MGH61_P8_G03	malignant	61
MGH61_P8_G04	malignant	61
MGH61_P8_G05	malignant	61
MGH61_P8_G06	malignant	61
MGH61_P8_G07	malignant	61
MGH61_P8_G08	malignant	61
MGH61_P8_G09	malignant	61
MGH61_P8_G10	malignant	61
MGH61_P8_G11	malignant	61
MGH61_P8_G12	malignant	61
MGH61_P8_H01	malignant	61
MGH61_P8_H02	malignant	61
MGH61_P8_H03	malignant	61
MGH61_P8_H04	malignant	61
MGH61_P8_H05	malignant	61
MGH61_P8_H06	malignant	61
MGH61_P8_H07	malignant	61
MGH61_P8_H08	malignant	61
MGH61_P8_H09	malignant	61
MGH61_P8_H10	malignant	61
MGH61_P8_H11	malignant	61
MGH61_P8_H12	malignant	61
MGH61_P9_A01	malignant	61
MGH61_P9_A02	malignant	61
MGH61_P9_A03	malignant	61
MGH61_P9_A04	malignant	61
MGH61_P9_A05	malignant	61
MGH61_P9_A06	malignant	61
MGH61_P9_A07	malignant	61
MGH61_P9_A08	malignant	61
MGH61_P9_A09	malignant	61
MGH61_P9_A10	malignant	61
MGH61_P9_A11	malignant	61
MGH61_P9_A12	malignant	61
MGH61_P9_B01	malignant	61
MGH61_P9_B02	malignant	61
MGH61_P9_B03	malignant	61
MGH61_P9_B04	malignant	61
MGH61_P9_B05	malignant	61
MGH61_P9_B06	malignant	61
MGH61_P9_B07	malignant	61
MGH61_P9_B08	malignant	61
MGH61_P9_B09	malignant	61
MGH61_P9_B10	malignant	61
MGH61_P9_B11	malignant	61
MGH61_P9_B12	malignant	61
MGH61_P9_C01	malignant	61
MGH61_P9_C02	malignant	61
MGH61_P9_C03	malignant	61
MGH61_P9_C04	malignant	61
MGH61_P9_C05	malignant	61
MGH61_P9_C06	malignant	61
MGH61_P9_C07	malignant	61
MGH61_P9_C08	malignant	61
MGH61_P9_C09	malignant	61
MGH61_P9_C10	malignant	61
MGH61_P9_C11	malignant	61
MGH61_P9_C12	malignant	61
MGH61_P9_D01	malignant	61
MGH61_P9_D03	malignant	61
MGH61_P9_D04	malignant	61
MGH61_P9_D05	malignant	61
MGH61_P9_D06	malignant	61
MGH61_P9_D07	malignant	61
MGH61_P9_D08	malignant	61
MGH61_P9_D09	malignant	61
MGH61_P9_D10	malignant	61
MGH61_P9_D11	malignant	61
MGH61_P9_D12	malignant	61
MGH61_P9_E01	malignant	61
MGH61_P9_E02	malignant	61
MGH61_P9_E03	malignant	61
MGH61_P9_E04	malignant	61
MGH61_P9_E05	malignant	61
MGH61_P9_E06	malignant	61
MGH61_P9_E07	malignant	61
MGH61_P9_E09	malignant	61
MGH61_P9_E10	malignant	61
MGH61_P9_E11	malignant	61
MGH61_P9_E12	malignant	61
MGH61_P9_F01	malignant	61
MGH61_P9_F02	malignant	61
MGH61_P9_F03	malignant	61
MGH61_P9_F04	malignant	61
MGH61_P9_F05	malignant	61
MGH61_P9_F06	malignant	61
MGH61_P9_F07	malignant	61
MGH61_P9_F08	malignant	61
MGH61_P9_F09	malignant	61
MGH61_P9_F10	malignant	61
MGH61_P9_F11	malignant	61
MGH61_P9_F12	malignant	61
MGH61_P9_G01	malignant	61
MGH61_P9_G02	malignant	61
MGH61_P9_G03	malignant	61
MGH61_P9_G04	malignant	61
MGH61_P9_G05	malignant	61
MGH61_P9_G06	malignant	61
MGH61_P9_G07	malignant	61
MGH61_P9_G08	malignant	61
MGH61_P9_G09	malignant	61
MGH61_P9_G10	malignant	61
MGH61_P9_G11	malignant	61
MGH61_P9_G12	malignant	61
MGH61_P9_H02	malignant	61
MGH61_P9_H03	malignant	61
MGH61_P9_H04	malignant	61
MGH61_P9_H05	malignant	61
MGH61_P9_H06	malignant	61
MGH61_P9_H07	malignant	61
MGH61_P9_H08	malignant	61
MGH61_P9_H09	malignant	61
MGH61_P9_H10	malignant	61
MGH61_P9_H11	malignant	61
MGH61_P9_H12	malignant	61
MGH64_P10_A03	malignant	64
MGH64_P10_A04	malignant	64
MGH64_P10_A06	malignant	64
MGH64_P10_A07	malignant	64
MGH64_P10_A08	malignant	64
MGH64_P10_A10	malignant	64
MGH64_P10_A12	malignant	64
MGH64_P10_B03	malignant	64
MGH64_P10_B04	malignant	64
MGH64_P10_B07	malignant	64
MGH64_P10_B11	malignant	64
MGH64_P10_B12	malignant	64
MGH64_P10_C01	malignant	64
MGH64_P10_C02	malignant	64
MGH64_P10_C04	malignant	64
MGH64_P10_C05	malignant	64
MGH64_P10_C06	malignant	64
MGH64_P10_C07	malignant	64
MGH64_P10_C09	malignant	64
MGH64_P10_D02	malignant	64
MGH64_P10_D03	malignant	64
MGH64_P10_D06	malignant	64
MGH64_P10_D07	malignant	64
MGH64_P10_D09	malignant	64
MGH64_P10_D10	malignant	64
MGH64_P10_D11	malignant	64
MGH64_P10_E01	malignant	64
MGH64_P10_E02	malignant	64
MGH64_P10_E03	malignant	64
MGH64_P10_E04	malignant	64
MGH64_P10_E05	malignant	64
MGH64_P10_E06	malignant	64
MGH64_P10_E07	malignant	64
MGH64_P10_E08	malignant	64
MGH64_P10_E09	malignant	64
MGH64_P10_E12	malignant	64
MGH64_P10_F01	malignant	64
MGH64_P10_F02	malignant	64
MGH64_P10_F03	malignant	64
MGH64_P10_F04	malignant	64
MGH64_P10_F05	malignant	64
MGH64_P10_F07	malignant	64
MGH64_P10_F09	malignant	64
MGH64_P10_F10	malignant	64
MGH64_P10_F11	malignant	64
MGH64_P10_F12	malignant	64
MGH64_P10_G02	malignant	64
MGH64_P10_G03	malignant	64
MGH64_P10_G04	malignant	64
MGH64_P10_G05	malignant	64
MGH64_P10_G06	malignant	64
MGH64_P10_G07	malignant	64
MGH64_P10_G09	malignant	64
MGH64_P10_H02	malignant	64
MGH64_P10_H03	malignant	64
MGH64_P10_H06	malignant	64
MGH64_P10_H08	malignant	64
MGH64_P10_H11	malignant	64
MGH61_P10_A01	malignant	61
MGH61_P10_A02	malignant	61
MGH61_P10_A03	malignant	61
MGH61_P10_A04	malignant	61
MGH61_P10_A05	malignant	61
MGH61_P10_A06	malignant	61
MGH61_P10_A07	malignant	61
MGH61_P10_A08	malignant	61
MGH61_P10_A09	malignant	61
MGH61_P10_A10	malignant	61
MGH61_P10_A11	malignant	61
MGH61_P10_A12	malignant	61
MGH61_P10_B01	malignant	61
MGH61_P10_B02	malignant	61
MGH61_P10_B03	malignant	61
MGH61_P10_B04	malignant	61
MGH61_P10_B05	malignant	61
MGH61_P10_B06	malignant	61
MGH61_P10_B07	malignant	61
MGH61_P10_B08	malignant	61
MGH61_P10_B09	malignant	61
MGH61_P10_B10	malignant	61
MGH61_P10_B11	malignant	61
MGH61_P10_B12	malignant	61
MGH61_P10_C01	malignant	61
MGH61_P10_C02	malignant	61
MGH61_P10_C03	malignant	61
MGH61_P10_C04	malignant	61
MGH61_P10_C05	malignant	61
MGH61_P10_C06	malignant	61
MGH61_P10_C07	malignant	61
MGH61_P10_C08	malignant	61
MGH61_P10_C09	malignant	61
MGH61_P10_C10	malignant	61
MGH61_P10_D01	malignant	61
MGH61_P10_D02	malignant	61
MGH61_P10_D03	malignant	61
MGH61_P10_D04	malignant	61
MGH61_P10_D05	malignant	61
MGH61_P10_D06	malignant	61
MGH61_P10_D07	malignant	61
MGH61_P10_D08	malignant	61
MGH61_P10_D09	malignant	61
MGH61_P10_D10	malignant	61
MGH61_P10_D11	malignant	61
MGH61_P10_D12	malignant	61
MGH61_P10_E01	malignant	61
MGH61_P10_E02	malignant	61
MGH61_P10_E03	malignant	61
MGH61_P10_E04	malignant	61
MGH61_P10_E05	malignant	61
MGH61_P10_E07	malignant	61
MGH61_P10_E08	malignant	61
MGH61_P10_E09	malignant	61
MGH61_P10_E10	malignant	61
MGH61_P10_E11	malignant	61
MGH61_P10_E12	malignant	61
MGH61_P10_F01	malignant	61
MGH61_P10_F02	malignant	61
MGH61_P10_F03	malignant	61
MGH61_P10_F04	malignant	61
MGH61_P10_F05	malignant	61
MGH61_P10_F06	malignant	61
MGH61_P10_F07	malignant	61
MGH61_P10_F08	malignant	61
MGH61_P10_F09	malignant	61
MGH61_P10_F10	malignant	61
MGH61_P10_F11	malignant	61
MGH61_P10_F12	malignant	61
MGH61_P10_G01	malignant	61
MGH61_P10_G02	malignant	61
MGH61_P10_G03	malignant	61
MGH61_P10_G04	malignant	61
MGH61_P10_G05	malignant	61
MGH61_P10_G06	malignant	61
MGH61_P10_G07	malignant	61
MGH61_P10_G08	malignant	61
MGH61_P10_G09	malignant	61
MGH61_P10_G10	malignant	61
MGH61_P10_G12	malignant	61
